"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Frisco","Frisco","33.1553","-96.8218","United States","US","USA","Texas","","177286","1840020654"
"Onalaska","Onalaska","30.8209","-95.1111","United States","US","USA","Texas","","7832.0","1840020858"
"Waco","Waco","31.5597","-97.1883","United States","US","USA","Texas","","188448.0","1840022140"
"Pampa","Pampa","35.5479","-100.9650","United States","US","USA","Texas","","17641.0","1840022939"
"Sherman","Sherman","33.6266","-96.6195","United States","US","USA","Texas","","67354.0","1840021953"
"Cedar Hill","Cedar Hill","32.5809","-96.9592","United States","US","USA","Texas","","48710","1840019433"
"Pasadena","Pasadena","29.6584","-95.1499","United States","US","USA","Texas","","153520","1840020930"
"Woodway","Woodway","31.4988","-97.2314","United States","US","USA","Texas","","8825","1840022142"
"Vernon","Vernon","34.1480","-99.3000","United States","US","USA","Texas","","9941.0","1840021912"
"Crowley","Crowley","32.5780","-97.3584","United States","US","USA","Texas","","15389","1840019431"
"Denver City","Denver City","32.9680","-102.8318","United States","US","USA","Texas","","5369.0","1840022029"
"Bay City","Bay City","28.9816","-95.9603","United States","US","USA","Texas","","18653.0","1840019682"
"Irving","Irving","32.8584","-96.9702","United States","US","USA","Texas","","240373","1840019438"
"Coppell","Coppell","32.9639","-96.9907","United States","US","USA","Texas","","41941","1840019439"
"Lucas","Lucas","33.0950","-96.5792","United States","US","USA","Texas","","7483","1840020656"
"Marlin","Marlin","31.3085","-96.8934","United States","US","USA","Texas","","5571.0","1840020844"
"El Campo","El Campo","29.1989","-96.2751","United States","US","USA","Texas","","11870.0","1840020966"
"Arlington","Arlington","32.6998","-97.1250","United States","US","USA","Texas","","396394","1840019422"
"Addison","Addison","32.9587","-96.8356","United States","US","USA","Texas","","15458","1840022057"
"Mexia","Mexia","31.6809","-96.4833","United States","US","USA","Texas","","6838.0","1840020822"
"Pharr","Pharr","26.1686","-98.1904","United States","US","USA","Texas","","79487","1840021030"
"Fort Worth","Fort Worth","32.7814","-97.3473","United States","US","USA","Texas","","874168","1840020696"
"White Oak","White Oak","32.5313","-94.8564","United States","US","USA","Texas","","6352","1840022080"
"Floresville","Floresville","29.1400","-98.1630","United States","US","USA","Texas","","7126.0","1840020981"
"Granbury","Granbury","32.4483","-97.7685","United States","US","USA","Texas","","35138.0","1840020749"
"Nacogdoches","Nacogdoches","31.6135","-94.6528","United States","US","USA","Texas","","35192.0","1840020820"
"Aubrey","Aubrey","33.2900","-96.9646","United States","US","USA","Texas","","5407.0","1840019387"
"Gun Barrel City","Gun Barrel City","32.3277","-96.1286","United States","US","USA","Texas","","16013.0","1840020772"
"Brenham","Brenham","30.1585","-96.3962","United States","US","USA","Texas","","16913.0","1840019604"
"Rosenberg","Rosenberg","29.5440","-95.8199","United States","US","USA","Texas","","37661","1840020948"
"Vidor","Vidor","30.1291","-93.9967","United States","US","USA","Texas","","10854","1840022193"
"New Braunfels","New Braunfels","29.6995","-98.1153","United States","US","USA","Texas","","79152","1840021341"
"Alamo Heights","Alamo Heights","29.4828","-98.4681","United States","US","USA","Texas","","8413","1840019653"
"Angleton","Angleton","29.1716","-95.4292","United States","US","USA","Texas","","19544","1840019672"
"Lubbock","Lubbock","33.5643","-101.8871","United States","US","USA","Texas","","262505.0","1840020604"
"Mathis","Mathis","28.0909","-97.8170","United States","US","USA","Texas","","5776.0","1840021004"
"Galveston","Galveston","29.2487","-94.8910","United States","US","USA","Texas","","46561.0","1840020970"
"Levelland","Levelland","33.5806","-102.3636","United States","US","USA","Texas","","13884.0","1840020606"
"Corpus Christi","Corpus Christi","27.7173","-97.3822","United States","US","USA","Texas","","341435.0","1840019718"
"Duncanville","Duncanville","32.6460","-96.9127","United States","US","USA","Texas","","39487","1840019442"
"Anna","Anna","33.3471","-96.5503","United States","US","USA","Texas","","16613.0","1840019397"
"Galena Park","Galena Park","29.7452","-95.2333","United States","US","USA","Texas","","10989","1840020922"
"Lewisville","Lewisville","33.0453","-96.9823","United States","US","USA","Texas","","106021","1840020639"
"DeSoto","DeSoto","32.5992","-96.8633","United States","US","USA","Texas","","53568","1840019441"
"Port Lavaca","Port Lavaca","28.6181","-96.6278","United States","US","USA","Texas","","11781.0","1840020996"
"Wichita Falls","Wichita Falls","33.9072","-98.5293","United States","US","USA","Texas","","99617.0","1840021923"
"Rockport","Rockport","28.0352","-97.0663","United States","US","USA","Texas","","19652.0","1840020999"
"Sanger","Sanger","33.3736","-97.1697","United States","US","USA","Texas","","7128.0","1840022004"
"Watauga","Watauga","32.8718","-97.2515","United States","US","USA","Texas","","24602","1840022049"
"Willow Park","Willow Park","32.7548","-97.6499","United States","US","USA","Texas","","5340","1840022042"
"Canyon","Canyon","34.9877","-101.9180","United States","US","USA","Texas","","15464.0","1840019180"
"Mineola","Mineola","32.6461","-95.4775","United States","US","USA","Texas","","5819.0","1840020685"
"West University Place","West University Place","29.7157","-95.4321","United States","US","USA","Texas","","15608","1840022205"
"Kenedy","Kenedy","28.8176","-97.8518","United States","US","USA","Texas","","6193.0","1840019684"
"Lake Jackson","Lake Jackson","29.0516","-95.4522","United States","US","USA","Texas","","76565.0","1840020980"
"McAllen","McAllen","26.2325","-98.2467","United States","US","USA","Texas","","800904.0","1840021024"
"Harker Heights","Harker Heights","31.0572","-97.6445","United States","US","USA","Texas","","31075","1840020851"
"Elgin","Elgin","30.3512","-97.3876","United States","US","USA","Texas","","11976.0","1840020903"
"Little Elm","Little Elm","33.1844","-96.9292","United States","US","USA","Texas","","46548","1840020640"
"Kaufman","Kaufman","32.5769","-96.3160","United States","US","USA","Texas","","6846.0","1840019450"
"Rhome","Rhome","33.0647","-97.4779","United States","US","USA","Texas","","6048.0","1840020632"
"Cleveland","Cleveland","30.3368","-95.0924","United States","US","USA","Texas","","10543.0","1840019596"
"Athens","Athens","32.2053","-95.8348","United States","US","USA","Texas","","12163.0","1840019500"
"Georgetown","Georgetown","30.6664","-97.6937","United States","US","USA","Texas","","70685","1840020875"
"Rio Grande City","Rio Grande City","26.3808","-98.8215","United States","US","USA","Texas","","48633.0","1840021016"
"Fairview","Fairview","33.1399","-96.6117","United States","US","USA","Texas","","8950","1840022021"
"San Angelo","San Angelo","31.4426","-100.4501","United States","US","USA","Texas","","99890.0","1840022146"
"Freeport","Freeport","28.9454","-95.3601","United States","US","USA","Texas","","12169","1840020974"
"Belton","Belton","31.0527","-97.4789","United States","US","USA","Texas","","21734","1840019556"
"Portland","Portland","27.8913","-97.3280","United States","US","USA","Texas","","17287","1840021006"
"Sinton","Sinton","28.0392","-97.5154","United States","US","USA","Texas","","5840.0","1840022251"
"Lumberton","Lumberton","30.2562","-94.2071","United States","US","USA","Texas","","12829","1840020896"
"Alice","Alice","27.7556","-98.0653","United States","US","USA","Texas","","20803.0","1840019714"
"Alamo","Alamo","26.1811","-98.1177","United States","US","USA","Texas","","19679","1840019732"
"Decatur","Decatur","33.2277","-97.5898","United States","US","USA","Texas","","6574.0","1840019385"
"San Marcos","San Marcos","29.8734","-97.9382","United States","US","USA","Texas","","74212.0","1840022188"
"Perryton","Perryton","36.3931","-100.7974","United States","US","USA","Texas","","8681.0","1840020379"
"Haltom City","Haltom City","32.8176","-97.2707","United States","US","USA","Texas","","44417","1840020698"
"Cameron","Cameron","30.8607","-96.9763","United States","US","USA","Texas","","5361.0","1840019562"
"Boerne","Boerne","29.7845","-98.7291","United States","US","USA","Texas","","16050.0","1840019623"
"La Feria","La Feria","26.1544","-97.8255","United States","US","USA","Texas","","7364","1840021041"
"Pleasanton","Pleasanton","28.9643","-98.4957","United States","US","USA","Texas","","14638.0","1840020988"
"Weatherford","Weatherford","32.7538","-97.7712","United States","US","USA","Texas","","42278.0","1840022041"
"Melissa","Melissa","33.2899","-96.5558","United States","US","USA","Texas","","9212","1840020658"
"Hillsboro","Hillsboro","32.0091","-97.1151","United States","US","USA","Texas","","8296.0","1840020783"
"Waxahachie","Waxahachie","32.4036","-96.8428","United States","US","USA","Texas","","35340","1840022083"
"Mission","Mission","26.2040","-98.3251","United States","US","USA","Texas","","84424","1840021026"
"Dumas","Dumas","35.8613","-101.9642","United States","US","USA","Texas","","14931.0","1840019086"
"Texarkana","Texarkana","33.4487","-94.0815","United States","US","USA","Texas","","80145.0","1840021987"
"Keller","Keller","32.9337","-97.2255","United States","US","USA","Texas","","47266","1840019428"
"Atlanta","Atlanta","33.1136","-94.1672","United States","US","USA","Texas","","5541.0","1840019407"
"Rio Bravo","Rio Bravo","27.3648","-99.4820","United States","US","USA","Texas","","8012.0","1840021001"
"Uvalde","Uvalde","29.2153","-99.7782","United States","US","USA","Texas","","18747.0","1840022231"
"Lampasas","Lampasas","31.0640","-98.1824","United States","US","USA","Texas","","7121.0","1840020846"
"Hereford","Hereford","34.8232","-102.4001","United States","US","USA","Texas","","15440.0","1840020462"
"Fulshear","Fulshear","29.6930","-95.8792","United States","US","USA","Texas","","10044","1840020946"
"Orange","Orange","30.1209","-93.7616","United States","US","USA","Texas","","19072","1840020910"
"Lacy-Lakeview","Lacy-Lakeview","31.6292","-97.1052","United States","US","USA","Texas","","6611","1840020818"
"Sunnyvale","Sunnyvale","32.7974","-96.5577","United States","US","USA","Texas","","6491","1840023031"
"Friendswood","Friendswood","29.5112","-95.1979","United States","US","USA","Texas","","39839","1840020969"
"Azle","Azle","32.8954","-97.5379","United States","US","USA","Texas","","12495","1840019423"
"Trophy Club","Trophy Club","33.0039","-97.1897","United States","US","USA","Texas","","12340","1840022993"
"Taylor","Taylor","30.5743","-97.4234","United States","US","USA","Texas","","16138.0","1840022165"
"Roma","Roma","26.4160","-99.0056","United States","US","USA","Texas","","11425","1840021017"
"The Colony","The Colony","33.0926","-96.8976","United States","US","USA","Texas","","42721","1840022005"
"Carrollton","Carrollton","32.9886","-96.9000","United States","US","USA","Texas","","135710","1840019436"
"Lamesa","Lamesa","32.7333","-101.9542","United States","US","USA","Texas","","11320.0","1840020725"
"Yoakum","Yoakum","29.2933","-97.1469","United States","US","USA","Texas","","5763.0","1840022242"
"McKinney","McKinney","33.2016","-96.6669","United States","US","USA","Texas","","235134.0","1840020657"
"Bowie","Bowie","33.5566","-97.8439","United States","US","USA","Texas","","5011.0","1840019314"
"Kirby","Kirby","29.4611","-98.3860","United States","US","USA","Texas","","8705","1840020962"
"Crystal City","Crystal City","28.6909","-99.8257","United States","US","USA","Texas","","7363.0","1840019688"
"Forney","Forney","32.7447","-96.4519","United States","US","USA","Texas","","37521.0","1840020734"
"Woodcreek","Woodcreek","30.0266","-98.1115","United States","US","USA","Texas","","6015.0","1840022191"
"Kyle","Kyle","29.9938","-97.8859","United States","US","USA","Texas","","43480","1840020907"
"Webster","Webster","29.5317","-95.1188","United States","US","USA","Texas","","11123","1840022204"
"Terrell Hills","Terrell Hills","29.4771","-98.4471","United States","US","USA","Texas","","5397","1840022224"
"Deer Park","Deer Park","29.6898","-95.1151","United States","US","USA","Texas","","33891","1840019621"
"Pecos","Pecos","31.4046","-103.5056","United States","US","USA","Texas","","13317.0","1840020806"
"Snyder","Snyder","32.7133","-100.9113","United States","US","USA","Texas","","11678.0","1840022059"
"Nolanville","Nolanville","31.0755","-97.6117","United States","US","USA","Texas","","5231","1840020853"
"Muleshoe","Muleshoe","34.2292","-102.7284","United States","US","USA","Texas","","5030.0","1840020541"
"Devine","Devine","29.1457","-98.9049","United States","US","USA","Texas","","6410.0","1840019657"
"Laredo","Laredo","27.5616","-99.4870","United States","US","USA","Texas","","260244.0","1840021002"
"Euless","Euless","32.8508","-97.0798","United States","US","USA","Texas","","55174","1840020693"
"Commerce","Commerce","33.2421","-95.8992","United States","US","USA","Texas","","8736.0","1840019394"
"Southlake","Southlake","32.9545","-97.1503","United States","US","USA","Texas","","31824","1840022048"
"Longview","Longview","32.5192","-94.7622","United States","US","USA","Texas","","100196.0","1840020746"
"Wharton","Wharton","29.3138","-96.1044","United States","US","USA","Texas","","8899.0","1840022229"
"Post","Post","33.1911","-101.3814","United States","US","USA","Texas","","5070.0","1840020667"
"Port Isabel","Port Isabel","26.0538","-97.2505","United States","US","USA","Texas","","15113.0","1840021040"
"Hurst","Hurst","32.8353","-97.1808","United States","US","USA","Texas","","39051","1840019427"
"Kingsville","Kingsville","27.5095","-97.8610","United States","US","USA","Texas","","25286.0","1840021013"
"Royse City","Royse City","32.9764","-96.3192","United States","US","USA","Texas","","12567","1840020718"
"Murphy","Murphy","33.0186","-96.6105","United States","US","USA","Texas","","20673","1840020659"
"Ingleside","Ingleside","27.8701","-97.2076","United States","US","USA","Texas","","18134.0","1840019709"
"Pflugerville","Pflugerville","30.4528","-97.6022","United States","US","USA","Texas","","63359","1840020892"
"West Tawakoni","West Tawakoni","32.8976","-96.0218","United States","US","USA","Texas","","9143.0","1840022015"
"Farmers Branch","Farmers Branch","32.9272","-96.8804","United States","US","USA","Texas","","37088","1840020706"
"Bellmead","Bellmead","31.6025","-97.0896","United States","US","USA","Texas","","10503","1840019531"
"Del Rio","Del Rio","29.3706","-100.8798","United States","US","USA","Texas","","44424.0","1840019607"
"Manvel","Manvel","29.4793","-95.3658","United States","US","USA","Texas","","10115","1840020977"
"Allen","Allen","33.1088","-96.6735","United States","US","USA","Texas","","100685","1840019396"
"San Juan","San Juan","26.1904","-98.1520","United States","US","USA","Texas","","36981","1840022256"
"Highland Village","Highland Village","33.0897","-97.0615","United States","US","USA","Texas","","16587","1840020638"
"Seminole","Seminole","32.7215","-102.6504","United States","US","USA","Texas","","7613.0","1840022061"
"Hempstead","Hempstead","30.0995","-96.0782","United States","US","USA","Texas","","7432.0","1840020913"
"Tomball","Tomball","30.0965","-95.6185","United States","US","USA","Texas","","11707","1840022203"
"Bonham","Bonham","33.5880","-96.1901","United States","US","USA","Texas","","10059.0","1840019332"
"Sugar Land","Sugar Land","29.5965","-95.6293","United States","US","USA","Texas","","88485","1840022217"
"Leon Valley","Leon Valley","29.4954","-98.6141","United States","US","USA","Texas","","11426","1840020959"
"Sansom Park","Sansom Park","32.8027","-97.4021","United States","US","USA","Texas","","5836","1840022047"
"San Elizario","San Elizario","31.5793","-106.2632","United States","US","USA","Texas","","9173","1840019523"
"Port Arthur","Port Arthur","29.8554","-93.9264","United States","US","USA","Texas","","157934.0","1840020919"
"Marshall","Marshall","32.5370","-94.3515","United States","US","USA","Texas","","21672.0","1840020739"
"Amarillo","Amarillo","35.1988","-101.8308","United States","US","USA","Texas","","206072.0","1840019156"
"Plano","Plano","33.0502","-96.7487","United States","US","USA","Texas","","286143","1840020662"
"Mesquite","Mesquite","32.7622","-96.5889","United States","US","USA","Texas","","143949","1840020713"
"Prosper","Prosper","33.2394","-96.8088","United States","US","USA","Texas","","20312","1840022019"
"Hitchcock","Hitchcock","29.2945","-95.0250","United States","US","USA","Texas","","7900","1840020971"
"Plainview","Plainview","34.1909","-101.7234","United States","US","USA","Texas","","24150.0","1840020538"
"Colorado City","Colorado City","32.3995","-100.8582","United States","US","USA","Texas","","5657.0","1840019472"
"Baytown","Baytown","29.7607","-94.9628","United States","US","USA","Texas","","76804","1840019616"
"North Richland Hills","North Richland Hills","32.8605","-97.2180","United States","US","USA","Texas","","70441","1840020703"
"Eagle Pass","Eagle Pass","28.7118","-100.4832","United States","US","USA","Texas","","54299.0","1840019690"
"Giddings","Giddings","30.1833","-96.9289","United States","US","USA","Texas","","5261.0","1840020895"
"Seabrook","Seabrook","29.5751","-95.0236","United States","US","USA","Texas","","13693","1840022197"
"Celina","Celina","33.3201","-96.7854","United States","US","USA","Texas","","9836","1840019395"
"Bridge City","Bridge City","30.0298","-93.8406","United States","US","USA","Texas","","8162","1840019609"
"Cibolo","Cibolo","29.5649","-98.2131","United States","US","USA","Texas","","29249","1840019639"
"Gladewater","Gladewater","32.5435","-94.9452","United States","US","USA","Texas","","6408","1840020745"
"Lindale","Lindale","32.4934","-95.4069","United States","US","USA","Texas","","12614.0","1840022078"
"Balch Springs","Balch Springs","32.7194","-96.6150","United States","US","USA","Texas","","25357","1840019435"
"McGregor","McGregor","31.4187","-97.4283","United States","US","USA","Texas","","5022.0","1840020816"
"Lancaster","Lancaster","32.5922","-96.7737","United States","US","USA","Texas","","39386","1840020714"
"Gatesville","Gatesville","31.4419","-97.7351","United States","US","USA","Texas","","12039.0","1840020825"
"Pearsall","Pearsall","28.8884","-99.0987","United States","US","USA","Texas","","10700.0","1840020992"
"Garland","Garland","32.9100","-96.6305","United States","US","USA","Texas","","238002","1840020707"
"Gilmer","Gilmer","32.7317","-94.9460","United States","US","USA","Texas","","5261.0","1840020731"
"Robstown","Robstown","27.7886","-97.6685","United States","US","USA","Texas","","11885.0","1840021010"
"Stephenville","Stephenville","32.2148","-98.2205","United States","US","USA","Texas","","20400.0","1840022097"
"Wake Village","Wake Village","33.4240","-94.1188","United States","US","USA","Texas","","5425","1840021988"
"La Porte","La Porte","29.6690","-95.0483","United States","US","USA","Texas","","35371","1840020932"
"Leander","Leander","30.5721","-97.8596","United States","US","USA","Texas","","49234","1840020877"
"Nederland","Nederland","29.9707","-94.0015","United States","US","USA","Texas","","17491","1840020917"
"Rowlett","Rowlett","32.9156","-96.5488","United States","US","USA","Texas","","62868","1840020711"
"Kennedale","Kennedale","32.6434","-97.2173","United States","US","USA","Texas","","8338","1840019429"
"Mineral Wells","Mineral Wells","32.8169","-98.0776","United States","US","USA","Texas","","14356.0","1840020689"
"Joshua","Joshua","32.4584","-97.3850","United States","US","USA","Texas","","7778","1840019468"
"Beaumont","Beaumont","30.0849","-94.1451","United States","US","USA","Texas","","148954.0","1840019612"
"Buda","Buda","30.0846","-97.8440","United States","US","USA","Texas","","16163","1840019605"
"Crockett","Crockett","31.3177","-95.4564","United States","US","USA","Texas","","5908.0","1840019547"
"Mount Pleasant","Mount Pleasant","33.1613","-94.9717","United States","US","USA","Texas","","16699.0","1840020666"
"Krum","Krum","33.2652","-97.2257","United States","US","USA","Texas","","5038.0","1840020645"
"Richmond","Richmond","29.5817","-95.7605","United States","US","USA","Texas","","12064","1840020947"
"El Paso","El Paso","31.8479","-106.4309","United States","US","USA","Texas","","845674.0","1840023252"
"Humble","Humble","29.9922","-95.2655","United States","US","USA","Texas","","15997","1840020926"
"Prairie View","Prairie View","30.0850","-95.9897","United States","US","USA","Texas","","6391.0","1840021698"
"Denton","Denton","33.2176","-97.1421","United States","US","USA","Texas","","440146.0","1840019390"
"Harlingen","Harlingen","26.1917","-97.6977","United States","US","USA","Texas","","136968.0","1840021036"
"Burkburnett","Burkburnett","34.0748","-98.5672","United States","US","USA","Texas","","10334.0","1840019278"
"Huntsville","Huntsville","30.7050","-95.5545","United States","US","USA","Texas","","39542.0","1840019565"
"Bulverde","Bulverde","29.7736","-98.4359","United States","US","USA","Texas","","5184","1840019628"
"Silsbee","Silsbee","30.3456","-94.1764","United States","US","USA","Texas","","9694.0","1840022182"
"Grapevine","Grapevine","32.9343","-97.0744","United States","US","USA","Texas","","53982","1840020697"
"Forest Hill","Forest Hill","32.6619","-97.2662","United States","US","USA","Texas","","12953","1840020695"
"Edinburg","Edinburg","26.3190","-98.1607","United States","US","USA","Texas","","90280","1840021020"
"Carrizo Springs","Carrizo Springs","28.5266","-99.8589","United States","US","USA","Texas","","6246.0","1840019702"
"Hutchins","Hutchins","32.6421","-96.7093","United States","US","USA","Texas","","5627","1840019437"
"Highland Park","Highland Park","32.8311","-96.8012","United States","US","USA","Texas","","9208","1840022058"
"Littlefield","Littlefield","33.9191","-102.3349","United States","US","USA","Texas","","5558.0","1840020539"
"Hidalgo","Hidalgo","26.1080","-98.2481","United States","US","USA","Texas","","13931","1840021023"
"Helotes","Helotes","29.5693","-98.6956","United States","US","USA","Texas","","9169","1840020957"
"Cuero","Cuero","29.1024","-97.2871","United States","US","USA","Texas","","9816.0","1840019676"
"Selma","Selma","29.5865","-98.3133","United States","US","USA","Texas","","10712","1840022221"
"Rockwall","Rockwall","32.9169","-96.4377","United States","US","USA","Texas","","44208","1840020717"
"Midlothian","Midlothian","32.4719","-96.9877","United States","US","USA","Texas","","25254","1840020757"
"Odessa","Odessa","31.8831","-102.3407","United States","US","USA","Texas","","147810.0","1840020794"
"Heath","Heath","32.8444","-96.4679","United States","US","USA","Texas","","8720","1840020716"
"Sweetwater","Sweetwater","32.4693","-100.4092","United States","US","USA","Texas","","9940.0","1840022089"
"Robinson","Robinson","31.4501","-97.1202","United States","US","USA","Texas","","11617","1840020813"
"Marble Falls","Marble Falls","30.5706","-98.2730","United States","US","USA","Texas","","6571.0","1840020870"
"Jersey Village","Jersey Village","29.8903","-95.5721","United States","US","USA","Texas","","7929","1840019620"
"Palestine","Palestine","31.7544","-95.6471","United States","US","USA","Texas","","18835.0","1840020798"
"Henderson","Henderson","32.1576","-94.7960","United States","US","USA","Texas","","14731.0","1840020767"
"Glenn Heights","Glenn Heights","32.5506","-96.8548","United States","US","USA","Texas","","13084","1840020708"
"Bedford","Bedford","32.8464","-97.1350","United States","US","USA","Texas","","49486","1840019424"
"Keene","Keene","32.3955","-97.3226","United States","US","USA","Texas","","6440","1840019469"
"Bridgeport","Bridgeport","33.2095","-97.7717","United States","US","USA","Texas","","6232.0","1840019384"
"Round Rock","Round Rock","30.5252","-97.6659","United States","US","USA","Texas","","123678","1840020879"
"Palmview","Palmview","26.2303","-98.3792","United States","US","USA","Texas","","5792","1840021028"
"Graham","Graham","33.1017","-98.5778","United States","US","USA","Texas","","8819.0","1840020668"
"Willis","Willis","30.4314","-95.4832","United States","US","USA","Texas","","6436","1840022175"
"Bellaire","Bellaire","29.7040","-95.4621","United States","US","USA","Texas","","18797","1840019617"
"Dallas","Dallas","32.7937","-96.7662","United States","US","USA","Texas","","5733259.0","1840019440"
"Lakeway","Lakeway","30.3557","-97.9805","United States","US","USA","Texas","","15154","1840020894"
"Princeton","Princeton","33.1817","-96.5041","United States","US","USA","Texas","","10159","1840020663"
"Corinth","Corinth","33.1434","-97.0681","United States","US","USA","Texas","","21152","1840019389"
"Jacinto City","Jacinto City","29.7663","-95.2410","United States","US","USA","Texas","","10661","1840019619"
"Donna","Donna","26.1468","-98.0560","United States","US","USA","Texas","","16638","1840019734"
"Roanoke","Roanoke","33.0148","-97.2268","United States","US","USA","Texas","","8135","1840020641"
"Tyler","Tyler","32.3184","-95.3065","United States","US","USA","Texas","","141116.0","1840022076"
"Live Oak","Live Oak","29.5545","-98.3404","United States","US","USA","Texas","","15820","1840020960"
"University Park","University Park","32.8506","-96.7937","United States","US","USA","Texas","","25201","1840022055"
"Corsicana","Corsicana","32.0821","-96.4680","United States","US","USA","Texas","","22516.0","1840019505"
"Breckenridge","Breckenridge","32.7566","-98.9125","United States","US","USA","Texas","","5497.0","1840019448"
"Cleburne","Cleburne","32.3562","-97.4146","United States","US","USA","Texas","","36193.0","1840019464"
"Bee Cave","Bee Cave","30.3087","-97.9619","United States","US","USA","Texas","","6739","1840023142"
"Seguin","Seguin","29.5894","-97.9659","United States","US","USA","Texas","","27768.0","1840022214"
"Brady","Brady","31.1321","-99.3703","United States","US","USA","Texas","","5133.0","1840019550"
"Slaton","Slaton","33.4421","-101.6477","United States","US","USA","Texas","","5788.0","1840021982"
"Alvin","Alvin","29.3871","-95.2934","United States","US","USA","Texas","","26474","1840019671"
"Red Oak","Red Oak","32.5204","-96.7861","United States","US","USA","Texas","","12780","1840020761"
"San Benito","San Benito","26.1298","-97.6440","United States","US","USA","Texas","","24528","1840022260"
"Midland","Midland","32.0249","-102.1137","United States","US","USA","Texas","","144247.0","1840020792"
"Carthage","Carthage","32.1526","-94.3368","United States","US","USA","Texas","","6301.0","1840019497"
"Anthony","Anthony","31.9876","-106.5933","United States","US","USA","Texas","","5665","1840022138"
"Bryan","Bryan","30.6657","-96.3672","United States","US","USA","Texas","","84021","1840019569"
"Terrell","Terrell","32.7328","-96.2920","United States","US","USA","Texas","","16733.0","1840022065"
"Austin","Austin","30.3006","-97.7517","United States","US","USA","Texas","admin","1638716.0","1840019590"
"Wylie","Wylie","33.0364","-96.5160","United States","US","USA","Texas","","49826","1840022018"
"Brookshire","Brookshire","29.7826","-95.9545","United States","US","USA","Texas","","5022.0","1840019610"
"Texas City","Texas City","29.4128","-94.9658","United States","US","USA","Texas","","114546.0","1840022234"
"Hewitt","Hewitt","31.4520","-97.1962","United States","US","USA","Texas","","14435","1840020809"
"Manor","Manor","30.3555","-97.5296","United States","US","USA","Texas","","9733.0","1840020890"
"Universal City","Universal City","29.5521","-98.3074","United States","US","USA","Texas","","20532","1840022225"
"Los Fresnos","Los Fresnos","26.0750","-97.4878","United States","US","USA","Texas","","7830","1840021037"
"Andrews","Andrews","32.3208","-102.5520","United States","US","USA","Texas","","14999.0","1840019474"
"Mont Belvieu","Mont Belvieu","29.8524","-94.8786","United States","US","USA","Texas","","5946","1840020942"
"Edna","Edna","28.9757","-96.6483","United States","US","USA","Texas","","5638.0","1840020984"
"Progreso","Progreso","26.0962","-97.9566","United States","US","USA","Texas","","5938","1840021031"
"Beeville","Beeville","28.4059","-97.7494","United States","US","USA","Texas","","18272.0","1840019698"
"Cedar Park","Cedar Park","30.5105","-97.8198","United States","US","USA","Texas","","75704","1840019572"
"Schertz","Schertz","29.5650","-98.2539","United States","US","USA","Texas","","40092","1840022213"
"Kerrville","Kerrville","30.0399","-99.1319","United States","US","USA","Texas","","30148.0","1840020908"
"Sachse","Sachse","32.9726","-96.5792","United States","US","USA","Texas","","25937","1840020712"
"Sealy","Sealy","29.7673","-96.1678","United States","US","USA","Texas","","5995.0","1840022209"
"Kermit","Kermit","31.8540","-103.0924","United States","US","USA","Texas","","6191.0","1840020796"
"Bastrop","Bastrop","30.1112","-97.3233","United States","US","USA","Texas","","16305.0","1840019603"
"River Oaks","River Oaks","32.7767","-97.3984","United States","US","USA","Texas","","7703","1840020701"
"Sullivan City","Sullivan City","26.2752","-98.5644","United States","US","USA","Texas","","5908.0","1840022257"
"Everman","Everman","32.6296","-97.2828","United States","US","USA","Texas","","6348","1840020694"
"Lago Vista","Lago Vista","30.4521","-97.9910","United States","US","USA","Texas","","5956.0","1840020893"
"Seagoville","Seagoville","32.6530","-96.5455","United States","US","USA","Texas","","16715","1840022054"
"Whitehouse","Whitehouse","32.2222","-95.2217","United States","US","USA","Texas","","8317","1840022077"
"Rio Hondo","Rio Hondo","26.2346","-97.5817","United States","US","USA","Texas","","5211.0","1840021038"
"Weslaco","Weslaco","26.1668","-97.9859","United States","US","USA","Texas","","40358","1840022258"
"Monahans","Monahans","31.6289","-103.0404","United States","US","USA","Texas","","8312.0","1840036514"
"White Settlement","White Settlement","32.7554","-97.4605","United States","US","USA","Texas","","17828","1840022051"
"Missouri City","Missouri City","29.5635","-95.5377","United States","US","USA","Texas","","74497","1840020950"
"Stafford","Stafford","29.6271","-95.5654","United States","US","USA","Texas","","18315","1840022216"
"Gonzales","Gonzales","29.5126","-97.4472","United States","US","USA","Texas","","7249.0","1840020953"
"Conroe","Conroe","30.3220","-95.4807","United States","US","USA","Texas","","84378","1840019586"
"La Marque","La Marque","29.3690","-94.9957","United States","US","USA","Texas","","16766","1840020972"
"Katy","Katy","29.7911","-95.8268","United States","US","USA","Texas","","18282","1840019648"
"Borger","Borger","35.6598","-101.4012","United States","US","USA","Texas","","13065.0","1840019083"
"Liberty","Liberty","30.0490","-94.7903","United States","US","USA","Texas","","6366.0","1840020965"
"Aransas Pass","Aransas Pass","27.8877","-97.1134","United States","US","USA","Texas","","8265","1840019708"
"Alpine","Alpine","30.3640","-103.6650","United States","US","USA","Texas","","6175.0","1840019580"
"Raymondville","Raymondville","26.4759","-97.7769","United States","US","USA","Texas","","14120.0","1840021035"
"Brownfield","Brownfield","33.1757","-102.2730","United States","US","USA","Texas","","9566.0","1840019404"
